case_id,deal,stratum,role,matched_to,gate_status,gap_45,gap_56,gap_any,gap_mitigated,p4_pathway,p5_pathway,p45_any,outcome_uncertain,struct_coders,outcome_coders,struct_flags,outcome_flags,notes
P299,"TerraForm Power, Inc.  (CIK 0001599947)",control,control,P124,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,gemini|grok|openai,,,
P300,"Bankrate, Inc.  (CIK 0001518222)",control,control,P125,PASS,0,0,0,NA,0,0,0,1,claude|grok|openai,claude|gemini|grok,,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P301,"INVESTMENT TECHNOLOGY GROUP, INC.  (CIK 0000920424)",control,control,P126,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|grok,,,
P302,"AV Homes, Inc.  (CIK 0000039677)",control,control,P127,PASS,0,1,1,no,0,0,0,0,gemini|grok|openai,claude|gemini|grok,,,
P303,REYNOLDS AMERICAN INC  (CIK 0001275283),control,control,P128,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|gemini|grok,,,
P304,ONEOK INC /NEW/  (OKE)  (CIK 0001039684),control,control,P129,PASS,0,0,0,NA,0,0,0,0,gemini|grok|openai,claude|gemini|openai,,,
P305,XL GROUP LTD  (CIK 0000875159),control,control,P130,PASS,0,0,0,NA,0,0,0,1,claude|gemini|openai,claude|grok|openai,,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P306,"Vantiv, Inc.  (CIK 0001533932)",control,control,P131,PASS,0,0,0,NA,0,0,0,1,claude|gemini|openai,gemini|grok|openai,,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P307,TRIBUNE MEDIA CO  (CIK 0000726513),control,control,P132,PASS,0,0,0,NA,0,0,0,0,claude|gemini|grok,gemini|grok|openai,sigma_T2,,
P308,"CapStar Financial Holdings, Inc.  (CIK 0001676479)",control,control,P133,PASS,0,0,0,NA,0,0,0,1,gemini|grok|openai,claude|gemini|openai,sigma_T6,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P309,WHOLE FOODS MARKET INC  (CIK 0000865436),control,control,P134,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|openai,,,
P310,STAPLES INC  (CIK 0000791519),control,control,P135,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,gemini|grok|openai,,,
P311,CABELAS INC  (CIK 0001267130),control,control,P136,PASS,0,0,0,NA,0,0,0,0,gemini|grok|openai,claude|gemini|grok,sigma_T2,,
P312,"GCI LIBERTY, INC.  (CIK 0000808461)",control,control,P137,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,gemini|grok|openai,,,
P313,ROWAN COMPANIES PLC  (CIK 0000085408),control,control,P138,PASS,0,0,0,NA,0,0,0,1,claude|gemini|grok,claude|gemini|openai,,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P314,ENERGEN CORP  (CIK 0000277595),control,control,P139,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|gemini|grok,sigma_T6,,
P315,EARTHSTONE ENERGY INC  (CIK 0000010254),control,control,P140,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|grok,,,
P316,BIGLARI HOLDINGS INC.  (CIK 0000093859),control,control,P141,PASS,0,0,0,NA,0,0,0,0,claude|gemini|grok,claude|grok|openai,,,
P317,VWR Corp  (CIK 0001412232),control,control,P142,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|openai,,,
P318,"DIGITALGLOBE, INC.  (CIK 0001208208)",control,control,P143,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|grok|openai,,,
P319,"CalAtlantic Group, Inc.  (CIK 0000878560)",control,control,P144,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|openai,sigma_T3,,
P320,"INC Research Holdings, Inc.  (CIK 0001610950)",control,control,P145,PASS,0,0,0,NA,0,0,0,0,claude|gemini|grok,claude|gemini|openai,,,
P321,VALIDUS HOLDINGS LTD  (CIK 0001348259),control,control,P146,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|grok|openai,,,
P322,"PENNYMAC FINANCIAL SERVICES, INC.  (CIK 0001568669)",control,control,P147,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|openai,,,
P323,"Cotiviti Holdings, Inc.  (CIK 0001657197)",control,control,P148,PASS,0,0,0,NA,0,0,0,1,claude|grok|openai,claude|gemini|openai,,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P324,CH2M HILL COMPANIES LTD  (CIK 0000777491),control,control,P149,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|openai,,,
P325,Civeo Corp  (CVEO)  (CIK 0001590584),control,control,P150,PASS,0,1,1,no,0,0,0,0,claude|gemini|grok,gemini|grok|openai,,,
P326,"EnLink Midstream Partners, LP  (CIK 0001179060)",control,control,P151,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|openai,,,
P327,Nationstar Mortgage Holdings Inc.  (CIK 0001520566),control,control,P152,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|grok|openai,,,
P328,CU Bancorp  (CIK 0001543643),control,control,P153,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|grok,,,
P329,ADVISORY BOARD CO  (CIK 0001157377),control,control,P154,PASS,0,0,0,NA,0,0,0,1,claude|gemini|openai,gemini|grok|openai,,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P330,Silver Run Acquisition Corp II  (CIK 0001690769),control,control,P155,PASS,1,1,1,yes,0,0,0,0,claude|gemini|openai,gemini|grok|openai,,,
P331,SCANA CORP  (CIK 0000754737),control,control,P156,PASS,0,0,0,NA,0,0,0,0,gemini|grok|openai,claude|gemini|openai,,,
P332,PAREXEL INTERNATIONAL CORP  (CIK 0000799729),control,control,P157,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|grok,,,
P333,"FCB FINANCIAL HOLDINGS, INC.  (CIK 0001476651)",control,control,P158,PASS,0,0,0,yes,0,0,0,0,claude|grok|openai,claude|gemini|grok,gap_mitigated,,
P334,FNB BANCORP/CA/  (CIK 0001163199),control,control,P159,PASS,0,0,0,NA,0,0,0,1,claude|gemini|grok,claude|grok|openai,sigma_T6,,p4_pathway=uncertain->0;p5_pathway=uncertain->0
P335,"Energy XXI Gulf Coast, Inc.  (CIK 0001404973)",control,control,P160,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|gemini|grok,,,
P336,"LENNAR CORP /NEW/  (LEN, LEN-B)  (CIK 0000920760)",control,control,P161,PASS,0,0,0,NA,0,0,0,0,claude|gemini|grok,gemini|grok|openai,,,
P337,"Green Bancorp, Inc.  (CIK 0001606363)",control,control,P162,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,claude|gemini|grok,,,
P338,Capital Bank Financial Corp.  (CIK 0001479750),control,control,P163,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|grok|openai,,,
P339,BILL BARRETT CORP  (CIK 0001172139),control,control,P164,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,gemini|grok|openai,,,
P340,CIGNA CORP  (CIK 0000701221),control,control,P165,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|grok|openai,sigma_T3,,
P341,"National Energy Services Reunited Corp.  (NESR, NESRW)  (CIK 0001698514)",control,control,P166,PASS,0,0,0,NA,0,1,1,0,gemini|grok|openai,claude|grok|openai,,,
P342,"OneBeacon Insurance Group, Ltd.  (CIK 0001369817)",control,control,P167,PASS,0,0,0,NA,1,0,1,0,claude|gemini|grok,claude|gemini|openai,,p4_pathway,
P343,Beneficial Bancorp Inc.  (CIK 0001615418),control,control,P168,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|gemini|grok,sigma_T6,,
P344,Envision Healthcare Corp  (CIK 0001678531),control,control,P169,PASS,0,0,0,NA,0,0,0,0,claude|gemini|grok,claude|gemini|openai,,,p4_pathway=uncertain->0
P345,Fortress Investment Group LLC  (CIK 0001380393),control,control,P170,PASS,0,0,0,NA,0,1,1,0,claude|grok|openai,claude|gemini|openai,,,
P346,CHICAGO BRIDGE & IRON CO N V  (CIK 0001027884),control,control,P171,PASS,0,0,0,NA,0,0,0,0,gemini|grok|openai,claude|gemini|grok,sigma_T3|sigma_T5,,
P347,VECTREN CORP  (CIK 0001096385),control,control,P172,PASS,0,0,0,NA,0,0,0,0,claude|grok|openai,gemini|grok|openai,,,
P348,"State National Companies, Inc.  (CIK 0001610793)",control,control,P173,PASS,0,0,0,NA,0,0,0,0,claude|gemini|openai,claude|grok|openai,,,
P349,NAVIGATORS GROUP INC  (CIK 0000793547),control,control,P174,PASS,0,0,0,NA,0,0,0,0,gemini|grok|openai,claude|gemini|grok,,,
P350,FB Financial Corp  (FBK)  (CIK 0001649749),control,control,P175,PASS,0,0,0,NA,0,0,0,0,gemini|grok|openai,claude|gemini|grok,sigma_T6,,
